,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class
1993,tremble,trembled,trɛmbəl,trɛmbəld,-d,Reg,No,-d
1994,flock,flocked,flɑk,flɑkt,-t,Reg,No,-t
1995,film,filmed,fɪlm,fɪlmd,-d,Reg,No,-d
1996,fill,filled,fɪl,fɪld,-d,Reg,Yes,-d
1997,deserve,deserved,dɪzərv,dɪzərvd,-d,Reg,No,-d
1998,compel,compelled,kəmpɛl,kəmpɛld,-d,Reg,No,-d
1999,repent,repented,rɪpɛnt,rɪpɛntɪd,-ɪd,Reg,No,-ɪd
2000,field,fielded,fild,fildɪd,-ɪd,Reg,No,-ɪd
2001,trample,trampled,træmpəl,træmpəld,-d,Reg,No,-d
2002,polarize,polarized,poʊləraɪz,poʊləraɪzd,-d,Reg,No,-d
2003,victimize,victimized,vɪktəmaɪz,vɪktəmaɪzd,-d,Reg,No,-d
2004,sully,sullied,sʌli,sʌlid,-d,Reg,No,-d
2005,pounce,pounced,paʊns,paʊnst,-t,Reg,No,-t
2006,proliferate,proliferated,prəlɪfəreɪt,prəlɪfəreɪtɪd,-ɪd,Reg,No,-ɪd
2007,standardize,standardized,stændərdaɪz,stændərdaɪzd,-d,Reg,No,-d
2008,shelter,sheltered,ʃɛltər,ʃɛltərd,-d,Reg,No,-d
2009,crinkle,crinkled,krɪŋkəl,krɪŋkəld,-d,Reg,No,-d
2010,drift,drifted,drɪft,drɪftɪd,-ɪd,Reg,No,-ɪd
2011,slant,slanted,slænt,slæntɪd,-ɪd,Reg,No,-ɪd
2012,subsume,subsumed,səbsum,səbsumd,-d,Reg,No,-d
2013,peal,pealed,pil,pild,-d,Reg,No,-d
2014,warp,warped,wɔrp,wɔrpt,-t,Reg,No,-t
2015,democratize,democratized,dɪmɑkrətaɪz,dɪmɑkrətaɪzd,-d,Reg,No,-d
2016,grovel,grovelled,grɑvəl,grɑvəld,-d,Reg,No,-d
2017,tackle,tackled,tækəl,tækəld,-d,Reg,No,-d
2018,revolve,revolved,rivɑlv,rivɑlvd,-d,Reg,No,-d
2019,sneeze,sneezed,sniz,snizd,-d,Reg,No,-d
2020,pool,pooled,pul,puld,-d,Reg,No,-d
2021,delineate,delineated,dɪlɪnieɪt,dɪlɪnieɪtɪd,-ɪd,Reg,No,-ɪd
2022,dabble,dabbled,dæbəl,dæbəld,-d,Reg,No,-d
2023,menace,menaced,mɛnɪs,mɛnɪst,-t,Reg,No,-t
2024,jabber,jabbered,ʤæbər,ʤæbərd,-d,Reg,No,-d
2025,unload,unloaded,ənloʊd,ənloʊdɪd,-ɪd,Reg,No,-ɪd
2026,invest,invested,ɪnvɛst,ɪnvɛstɪd,-ɪd,Reg,No,-ɪd
2027,groom,groomed,grum,grumd,-d,Reg,No,-d
2028,curve,curved,kərv,kərvd,-d,Reg,No,-d
2029,telex,telexed,tɛlɛks,tɛlɛkst,-t,Reg,No,-t
2030,stultify,stultified,stəltəfaɪ,stəltəfaɪd,-d,Reg,No,-d
2031,mash,mashed,mæʃ,mæʃt,-t,Reg,Yes,-t
2032,repay,repaid,ripeɪ,ripeɪd,-d,Reg,No,-d
2033,burrow,burrowed,bəroʊ,bəroʊd,-d,Reg,No,-d
2034,mass,massed,mæs,mæst,-t,Reg,No,-t
2035,satirize,satirized,sætəraɪz,sætəraɪzd,-d,Reg,No,-d
2036,quantify,quantified,kwɑntɪfaɪ,kwɑntɪfaɪd,-d,Reg,No,-d
2037,stockpile,stockpiled,stɑkpaɪl,stɑkpaɪld,-d,Reg,No,-d
2038,represent,represented,rɛprɪzɛnt,rɛprɪzɛntɪd,-ɪd,Reg,No,-ɪd
2039,consider,considered,kənsɪdər,kənsɪdərd,-d,Reg,Yes,-d
2040,founder,foundered,faʊndər,faʊndərd,-d,Reg,No,-d
2041,mug,mugged,mʌg,mʌgd,-d,Reg,No,-d
2042,lack,lacked,læk,lækt,-t,Reg,No,-t
2043,pique,piqued,pik,pikt,-t,Reg,No,-t
2044,code,coded,koʊd,koʊdɪd,-ɪd,Reg,No,-ɪd
2045,generalize,generalized,ʤɛnərəlaɪz,ʤɛnərəlaɪzd,-d,Reg,No,-d
2046,dish,dished,dɪʃ,dɪʃt,-t,Reg,No,-t
2047,follow,followed,fɑloʊ,fɑloʊd,-d,Reg,Yes,-d
2048,loll,lolled,lɑl,lɑld,-d,Reg,No,-d
2049,lace,laced,leɪs,leɪst,-t,Reg,No,-t
2050,carpet,carpeted,kɑrpət,kɑrpətɪd,-ɪd,Reg,No,-ɪd
2051,glimpse,glimpsed,glɪmps,glɪmpst,-t,Reg,No,-t
2052,dispirit,dispirited,dɪspɪrət,dɪspɪrətɪd,-ɪd,Reg,No,-ɪd
2053,assuage,assuaged,əsweɪʤ,əsweɪʤd,-d,Reg,No,-d
2054,redecorate,redecorated,ridɛkəreɪt,ridɛkəreɪtɪd,-ɪd,Reg,No,-ɪd
2055,insulate,insulated,ɪnsəleɪt,ɪnsəleɪtɪd,-ɪd,Reg,No,-ɪd
2056,overexpose,overexposed,oʊvərɪkspoʊz,oʊvərɪkspoʊzd,-d,Reg,No,-d
2057,tail,tailed,teɪl,teɪld,-d,Reg,No,-d
2058,foster,fostered,fɑstər,fɑstərd,-d,Reg,No,-d
2059,spearhead,spearheaded,spɪrhɛd,spɪrhɛdɪd,-ɪd,Reg,No,-ɪd
2060,solicit,solicited,səlɪsɪt,səlɪsɪtɪd,-ɪd,Reg,No,-ɪd
2061,acquit,acquitted,əkwɪt,əkwɪtɪd,-ɪd,Reg,No,-ɪd
2062,smile,smiled,smaɪl,smaɪld,-d,Reg,Yes,-d
2063,banish,banished,bænɪʃ,bænɪʃt,-t,Reg,No,-t
2064,defuse,defused,dɪfjuz,dɪfjuzd,-d,Reg,No,-d
2065,backslide,backslid,bækslaɪd,bækslɪd,aɪ-ɪ,Irreg,No,vowel change
2066,case,cased,keɪs,keɪst,-t,Reg,No,-t
2067,scout,scouted,skaʊt,skaʊtɪd,-ɪd,Reg,No,-ɪd
2068,secede,seceded,sɪsid,sɪsidɪd,-ɪd,Reg,No,-ɪd
2069,debit,debited,dɛbɪt,dɛbɪtɪd,-ɪd,Reg,No,-ɪd
2070,induce,induced,ɪndus,ɪndust,-t,Reg,No,-t
2071,parry,parried,pɛri,pɛrid,-d,Reg,No,-d
2072,radio,radioed,reɪdioʊ,reɪdioʊd,-d,Reg,No,-d
2073,overlay,overlaid,oʊvərleɪ,oʊvərleɪd,-d,Reg,No,-d
2074,bottle-feed,bottle-fed,bɑtəlfid,bɑtəlfɛd,i-ɛ,Irreg,No,vowel change
2075,retract,retracted,ritrækt,ritræktɪd,-ɪd,Reg,No,-ɪd
2076,fan,fanned,fæn,fænd,-d,Reg,No,-d
2077,scour,scoured,skaʊər,skaʊərd,-d,Reg,No,-d
2078,decide,decided,dɪsaɪd,dɪsaɪdɪd,-ɪd,Reg,Yes,-ɪd
2079,fall,fell,fɔl,fɛl,ɔ-ɛ,Irreg,Yes,vowel change
2080,wrangle,wrangled,ræŋgəl,ræŋgəld,-d,Reg,No,-d
2081,trill,trilled,trɪl,trɪld,-d,Reg,No,-d
2082,condition,conditioned,kəndɪʃən,kəndɪʃənd,-d,Reg,No,-d
2083,vouchsafe,vouchsafed,vaʊtʃseɪf,vaʊtʃseɪft,-t,Reg,No,-t
2084,dampen,dampened,dæmpən,dæmpənd,-d,Reg,No,-d
2085,cable,cabled,keɪbəl,keɪbəld,-d,Reg,No,-d
2086,lisp,lisped,lɪsp,lɪspt,-t,Reg,No,-t
2087,shrivel,shrivelled,ʃrɪvəl,ʃrɪvəld,-d,Reg,No,-d
2088,list,listed,lɪst,lɪstɪd,-ɪd,Reg,No,-ɪd
2089,laud,lauded,lɔd,lɔdɪd,-ɪd,Reg,No,-ɪd
2090,outrun,outran,aʊtrʌn,aʊtræn,ʌ-æ,Irreg,No,vowel change
2091,wilt,wilted,wɪlt,wɪltɪd,-ɪd,Reg,No,-ɪd
2092,sand,sanded,sænd,sændɪd,-ɪd,Reg,No,-ɪd
2093,adjust,adjusted,əʤʌst,əʤʌstɪd,-ɪd,Reg,No,-ɪd
2094,harry,harried,hɛri,hɛrid,-d,Reg,No,-d
2095,redouble,redoubled,ridəbəl,ridəbəld,-d,Reg,No,-d
2096,tender,tendered,tɛndər,tɛndərd,-d,Reg,No,-d
2097,necessitate,necessitated,nəsɛsəteɪt,nəsɛsəteɪtɪd,-ɪd,Reg,No,-ɪd
2098,programme,programmed,proʊgræm,proʊgræmd,-d,Reg,No,-d
2099,flick,flicked,flɪk,flɪkt,-t,Reg,No,-t
2100,fence,fenced,fɛns,fɛnst,-t,Reg,No,-t
2101,bung,bunged,bʌŋ,bʌŋd,-d,Reg,Yes,-d
2102,abridge,abridged,əbrɪʤ,əbrɪʤd,-d,Reg,No,-d
2103,clinch,clinched,klɪnʧ,klɪnʧt,-t,Reg,No,-t
2104,tee,teed,ti,tid,-d,Reg,No,-d
2105,cash,cashed,kæʃ,kæʃt,-t,Reg,No,-t
2106,rate,rated,reɪt,reɪtɪd,-ɪd,Reg,No,-ɪd
2107,design,designed,dɪzaɪn,dɪzaɪnd,-d,Reg,No,-d
2108,pass,passed,pæs,pæst,-t,Reg,Yes,-t
2109,further,furthered,fərðər,fərðərd,-d,Reg,No,-d
2110,misrepresent,misrepresented,mɪsrɛprəzɛnt,mɪsrɛprəzɛntɪd,-ɪd,Reg,No,-ɪd
2111,hamper,hampered,hæmpər,hæmpərd,-d,Reg,No,-d
2112,chuckle,chuckled,ʧəkəl,ʧəkəld,-d,Reg,No,-d
2113,paralyse,paralysed,pærəlaɪz,pærəlaɪzd,-d,Reg,No,-d
2114,trick,tricked,trɪk,trɪkt,-t,Reg,Yes,-t
2115,sue,sued,su,sud,-d,Reg,No,-d
2116,flit,flitted,flɪt,flɪtɪd,-ɪd,Reg,No,-ɪd
2117,sub,subbed,sʌb,sʌbd,-d,Reg,No,-d
2118,scud,scudded,skʌd,skʌdɪd,-ɪd,Reg,No,-ɪd
2119,forestall,forestalled,fɔrstɔl,fɔrstɔld,-d,Reg,No,-d
2120,lurch,lurched,lərʧ,lərʧt,-t,Reg,No,-t
2121,overload,overloaded,oʊvərloʊd,oʊvərloʊdɪd,-ɪd,Reg,No,-ɪd
2122,skid,skidded,skɪd,skɪdɪd,-ɪd,Reg,No,-ɪd
2123,crush,crushed,krʌʃ,krʌʃt,-t,Reg,No,-t
2124,plait,plaited,pleɪt,pleɪtɪd,-ɪd,Reg,No,-ɪd
2125,intersect,intersected,ɪntərsɛkt,ɪntərsɛktɪd,-ɪd,Reg,No,-ɪd
2126,sup,supped,sʌp,sʌpt,-t,Reg,No,-t
2127,nurse,nursed,nərs,nərst,-t,Reg,No,-t
2128,overrule,overruled,oʊvərrul,oʊvərruld,-d,Reg,No,-d
2129,falsify,falsified,fɔlsəfaɪ,fɔlsəfaɪd,-d,Reg,No,-d
2130,ruffle,ruffled,rʌfəl,rʌfəld,-d,Reg,No,-d
2131,mull,mulled,mʌl,mʌld,-d,Reg,No,-d
2132,twang,twanged,twɑŋ,twɑŋd,-d,Reg,No,-d
2133,empower,empowered,ɪmpaʊər,ɪmpaʊərd,-d,Reg,No,-d
2134,loose,loosed,lus,lust,-t,Reg,No,-t
2135,modify,modified,mɑdəfaɪ,mɑdəfaɪd,-d,Reg,No,-d
2136,befuddle,befuddled,bɪfʌdəl,bɪfʌdəld,-d,Reg,No,-d
2137,transfigure,transfigured,trænsfɪgjər,trænsfɪgjərd,-d,Reg,No,-d
2138,table,tabled,teɪbəl,teɪbəld,-d,Reg,No,-d
2139,outdistance,outdistanced,aʊtdɪstəns,aʊtdɪstənst,-t,Reg,No,-t
2140,overawe,overawed,oʊvərɔ,oʊvərɔd,-d,Reg,No,-d
2141,personify,personified,pərsɑnəfaɪ,pərsɑnəfaɪd,-d,Reg,No,-d
2142,search,searched,sərʧ,sərʧt,-t,Reg,Yes,-t
2143,misinterpret,misinterpreted,mɪsɪntərprət,mɪsɪntərprətɪd,-ɪd,Reg,No,-ɪd
2144,incarcerate,incarcerated,ɪnkɑrsəreɪt,ɪnkɑrsəreɪtɪd,-ɪd,Reg,No,-ɪd
2145,arraign,arraigned,əreɪn,əreɪnd,-d,Reg,No,-d
2146,whine,whined,waɪn,waɪnd,-d,Reg,No,-d
2147,reason,reasoned,rizən,rizənd,-d,Reg,No,-d
2148,experience,experienced,ɪkspɪriəns,ɪkspɪriənst,-t,Reg,No,-t
2149,sculpture,sculptured,skəlpʧər,skəlpʧərd,-d,Reg,No,-d
2150,infringe,infringed,ɪnfrɪnʤ,ɪnfrɪnʤd,-d,Reg,No,-d
2151,soldier,soldiered,soʊlʤər,soʊlʤərd,-d,Reg,No,-d
2152,prickle,prickled,prɪkəl,prɪkəld,-d,Reg,No,-d
2153,pick,picked,pɪk,pɪkt,-t,Reg,Yes,-t
2154,obtrude,obtruded,əbtrud,əbtrudd,-d,Reg,No,-d
2155,disassociate,disassociated,dɪsəsoʊʃieɪt,dɪsəsoʊʃieɪtɪd,-ɪd,Reg,No,-ɪd
2156,narrow,narrowed,nɛroʊ,nɛroʊd,-d,Reg,No,-d
2157,fatten,fattened,fætən,fætənd,-d,Reg,Yes,-d
2158,smuggle,smuggled,smʌgəl,smʌgəld,-d,Reg,No,-d
2159,underrate,underrated,əndərreɪt,əndərreɪtɪd,-ɪd,Reg,No,-ɪd
2160,authorize,authorized,ɔθəraɪz,ɔθəraɪzd,-d,Reg,No,-d
2161,invalidate,invalidated,ɪnvælɪdeɪt,ɪnvælɪdeɪtɪd,-ɪd,Reg,No,-ɪd
2162,swoon,swooned,swun,swund,-d,Reg,No,-d
2163,shuffle,shuffled,ʃʌfəl,ʃʌfəld,-d,Reg,No,-d
2164,perpetuate,perpetuated,pərpɛʧəweɪt,pərpɛʧəweɪtɪd,-ɪd,Reg,No,-ɪd
2165,impeach,impeached,ɪmpiʧ,ɪmpiʧt,-t,Reg,No,-t
2166,ask,asked,æsk,æskt,-t,Reg,Yes,-t
2167,plonk,plonked,plɑŋk,plɑŋkt,-t,Reg,No,-t
2168,snub,snubbed,snʌb,snʌbd,-d,Reg,No,-d
2169,sanction,sanctioned,sæŋkʃən,sæŋkʃənd,-d,Reg,No,-d
2170,expunge,expunged,ɪkspʌnʤ,ɪkspʌnʤd,-d,Reg,No,-d
2171,establish,established,ɪstæblɪʃ,ɪstæblɪʃt,-t,Reg,No,-t
2172,select,selected,səlɛkt,səlɛktɪd,-ɪd,Reg,No,-ɪd
2173,pulverize,pulverized,pəlvəraɪz,pəlvəraɪzd,-d,Reg,No,-d
2174,superimpose,superimposed,supərəmpoʊz,supərəmpoʊzd,-d,Reg,No,-d
2175,eye,eyed,aɪ,aɪd,-d,Reg,Yes,-d
2176,proceed,proceeded,prəsid,prəsidɪd,-ɪd,Reg,No,-ɪd
2177,injure,injured,ɪnʤər,ɪnʤərd,-d,Reg,No,-d
2178,enliven,enlivened,ɛnlaɪvən,ɛnlaɪvənd,-d,Reg,No,-d
2179,codify,codified,koʊdəfaɪ,koʊdəfaɪd,-d,Reg,No,-d
2180,faint,fainted,feɪnt,feɪntɪd,-ɪd,Reg,No,-ɪd
2181,wield,wielded,wild,wildɪd,-ɪd,Reg,No,-ɪd
2182,puke,puked,pjuk,pjukt,-t,Reg,No,-t
2183,irritate,irritated,ɪrɪteɪt,ɪrɪteɪtɪd,-ɪd,Reg,No,-ɪd
2184,bask,basked,bæsk,bæskt,-t,Reg,No,-t
2185,implore,implored,ɪmplɔr,ɪmplɔrd,-d,Reg,No,-d
2186,splash,splashed,splæʃ,splæʃt,-t,Reg,Yes,-t
2187,inlay,inlaid,ɪnleɪ,ɪnleɪd,-d,Reg,No,-d
2188,audit,audited,ɔdɪt,ɔdɪtɪd,-ɪd,Reg,No,-ɪd
2189,automate,automated,ɔtəmeɪt,ɔtəmeɪtɪd,-ɪd,Reg,No,-ɪd
2190,ridge,ridged,rɪʤ,rɪʤd,-d,Reg,No,-d
2191,fret,fretted,frɛt,frɛtɪd,-ɪd,Reg,No,-ɪd
2192,double-cross,double-crossed,dʌbəlkrɔs,dʌbəlkrɔst,-t,Reg,No,-t
2193,teethe,teethed,tið,tiðd,-d,Reg,No,-d
2194,flaw,flawed,flɔ,flɔd,-d,Reg,No,-d
2195,teem,teemed,tim,timd,-d,Reg,No,-d
2196,erode,eroded,iroʊd,iroʊdɪd,-ɪd,Reg,No,-ɪd
2197,flap,flapped,flæp,flæpt,-t,Reg,No,-t
2198,purse,pursed,pərs,pərst,-t,Reg,No,-t
2199,stable,stabled,steɪbəl,steɪbəld,-d,Reg,No,-d
2200,stutter,stuttered,stʌtər,stʌtərd,-d,Reg,No,-d
2201,site,sited,saɪt,saɪtɪd,-ɪd,Reg,No,-ɪd
2202,flag,flagged,flæg,flægd,-d,Reg,No,-d
2203,stick,stuck,stɪk,stʌk,ɪ-ʌ,Irreg,Yes,vowel change
2204,amputate,amputated,æmpjəteɪt,æmpjəteɪtɪd,-ɪd,Reg,No,-ɪd
2205,mellow,mellowed,mɛloʊ,mɛloʊd,-d,Reg,No,-d
2206,hurry,hurried,həri,hərid,-d,Reg,Yes,-d
2207,unhinge,unhinged,ənhɪnʤ,ənhɪnʤd,-d,Reg,No,-d
2208,domineer,domineered,dɑmənɪr,dɑmənɪrd,-d,Reg,No,-d
2209,grill,grilled,grɪl,grɪld,-d,Reg,No,-d
2210,gravel,gravelled,grævəl,grævəld,-d,Reg,No,-d
2211,apportion,apportioned,əpɔrʃən,əpɔrʃənd,-d,Reg,No,-d
2212,cluster,clustered,klʌstər,klʌstərd,-d,Reg,No,-d
2213,malt,malted,mɔlt,mɔltɪd,-ɪd,Reg,No,-ɪd
2214,chisel,chiselled,ʧɪzəl,ʧɪzəld,-d,Reg,No,-d
2215,splutter,spluttered,splʌtər,splʌtərd,-d,Reg,No,-d
2216,remain,remained,rɪmeɪn,rɪmeɪnd,-d,Reg,No,-d
2217,abandon,abandoned,əbændən,əbændənd,-d,Reg,No,-d
2218,clutter,cluttered,klʌtər,klʌtərd,-d,Reg,No,-d
2219,grope,groped,groʊp,groʊpt,-t,Reg,No,-t
2220,smelt,smelted,smɛlt,smɛltɪd,-ɪd,Reg,No,-ɪd
2221,scramble,scrambled,skræmbəl,skræmbəld,-d,Reg,Yes,-d
2222,bivouac,bivouacked,bɪvwæk,bɪvwækt,-t,Reg,No,-t
2223,transcend,transcended,trænsɛnd,trænsɛndɪd,-ɪd,Reg,No,-ɪd
2224,compare,compared,kəmpɛr,kəmpɛrd,-d,Reg,Yes,-d
2225,stampede,stampeded,stæmpid,stæmpidɪd,-ɪd,Reg,No,-ɪd
2226,prompt,prompted,prɑmpt,prɑmptɪd,-ɪd,Reg,No,-ɪd
2227,buttress,buttressed,bʌtrəs,bʌtrəst,-t,Reg,No,-t
2228,scan,scanned,skæn,skænd,-d,Reg,No,-d
2229,scab,scabbed,skæb,skæbd,-d,Reg,No,-d
2230,share,shared,ʃɛr,ʃɛrd,-d,Reg,Yes,-d
2231,conspire,conspired,kənspaɪər,kənspaɪərd,-d,Reg,No,-d
2232,accept,accepted,əksɛpt,əksɛptɪd,-ɪd,Reg,No,-ɪd
2233,boycott,boycotted,bɔɪkɑt,bɔɪkɑtɪd,-ɪd,Reg,No,-ɪd
2234,discolour,discoloured,dɪskʌlər,dɪskʌlərd,-d,Reg,No,-d
2235,coerce,coerced,koʊərs,koʊərst,-t,Reg,No,-t
2236,unzip,unzipped,ənzɪp,ənzɪpt,-t,Reg,No,-t
2237,attain,attained,əteɪn,əteɪnd,-d,Reg,No,-d
2238,dissemble,dissembled,dɪsɛmbəl,dɪsɛmbəld,-d,Reg,No,-d
2239,sense,sensed,sɛns,sɛnst,-t,Reg,No,-t
2240,rile,riled,raɪl,raɪld,-d,Reg,No,-d
2241,exclude,excluded,ɪksklud,ɪkskludɪd,-ɪd,Reg,No,-ɪd
2242,cultivate,cultivated,kəltəveɪt,kəltəveɪtɪd,-ɪd,Reg,No,-ɪd
2243,scar,scarred,skɑr,skɑrd,-d,Reg,No,-d
2244,dress,dressed,drɛs,drɛst,-t,Reg,Yes,-t
2245,condemn,condemned,kəndɛm,kəndɛmd,-d,Reg,No,-d
2246,dazzle,dazzled,dæzəl,dæzəld,-d,Reg,No,-d
2247,court,courted,kɔrt,kɔrtɪd,-ɪd,Reg,No,-ɪd
2248,advantage,advantaged,ædvæntɪʤ,ædvæntɪʤd,-d,Reg,No,-d
2249,comfort,comforted,kəmfərt,kəmfərtɪd,-ɪd,Reg,No,-ɪd
2250,enlarge,enlarged,ɛnlɑrʤ,ɛnlɑrʤd,-d,Reg,No,-d
2251,gnaw,gnawed,nɔ,nɔd,-d,Reg,No,-d
2252,cling,clung,klɪŋ,klʌŋ,ɪ-ʌ,Irreg,No,vowel change
2253,fleck,flecked,flɛk,flɛkt,-t,Reg,No,-t
2254,clink,clinked,klɪŋk,klɪŋkt,-t,Reg,No,-t
2255,stir,stirred,stər,stərd,-d,Reg,No,-d
2256,mould,moulded,moʊld,moʊldɪd,-ɪd,Reg,No,-ɪd
2257,bleat,bleated,blit,blitɪd,-ɪd,Reg,Yes,-ɪd
2258,plant,planted,plænt,plæntɪd,-ɪd,Reg,Yes,-ɪd
2259,sandwich,sandwiched,sænwɪʧ,sænwɪʧt,-t,Reg,No,-t
2260,anoint,anointed,ənɔɪnt,ənɔɪntɪd,-ɪd,Reg,No,-ɪd
2261,capture,captured,kæpʧər,kæpʧərd,-d,Reg,No,-d
2262,emulate,emulated,ɛmjəleɪt,ɛmjəleɪtɪd,-ɪd,Reg,No,-ɪd
2263,embalm,embalmed,ɛmbɑm,ɛmbɑmd,-d,Reg,No,-d
2264,blacken,blackened,blækən,blækənd,-d,Reg,No,-d
2265,sympathize,sympathized,sɪmpəθaɪz,sɪmpəθaɪzd,-d,Reg,No,-d
2266,sneak,snuck,snik,snʌk,i-ʌ,Irreg,Yes,vowel change
2267,reflect,reflected,rɪflɛkt,rɪflɛktɪd,-ɪd,Reg,No,-ɪd
2268,heckle,heckled,hɛkəl,hɛkəld,-d,Reg,No,-d
2269,disable,disabled,dɪseɪbəl,dɪseɪbəld,-d,Reg,No,-d
2270,blood,blooded,blʌd,blʌdɪd,-ɪd,Reg,No,-ɪd
2271,waver,wavered,weɪvər,weɪvərd,-d,Reg,No,-d
2272,curdle,curdled,kərdəl,kərdəld,-d,Reg,No,-d
2273,gasp,gasped,gæsp,gæspt,-t,Reg,Yes,-t
2274,bloom,bloomed,blum,blumd,-d,Reg,Yes,-d
2275,flutter,fluttered,flʌtər,flʌtərd,-d,Reg,No,-d
2276,criticize,criticized,krɪtəsaɪz,krɪtəsaɪzd,-d,Reg,No,-d
2277,coax,coaxed,koʊks,koʊkst,-t,Reg,No,-t
2278,resemble,resembled,rɪzɛmbəl,rɪzɛmbəld,-d,Reg,No,-d
2279,coat,coated,koʊt,koʊtɪd,-ɪd,Reg,No,-ɪd
2280,register,registered,rɛʤɪstər,rɛʤɪstərd,-d,Reg,No,-d
2281,pucker,puckered,pʌkər,pʌkərd,-d,Reg,No,-d
2282,denude,denuded,dɪnud,dɪnudɪd,-ɪd,Reg,No,-ɪd
2283,stash,stashed,stæʃ,stæʃt,-t,Reg,No,-t
2284,blunder,blundered,bləndər,bləndərd,-d,Reg,No,-d
2285,mislead,misled,mɪslid,mɪslɛd,i-ɛ,Irreg,No,vowel change
2286,coal,coaled,koʊl,koʊld,-d,Reg,No,-d
2287,shore,shored,ʃɔr,ʃɔrd,-d,Reg,No,-d
2288,solidify,solidified,səlɪdəfaɪ,səlɪdəfaɪd,-d,Reg,No,-d
2289,dread,dreaded,drɛd,drɛdɪd,-ɪd,Reg,No,-ɪd
2290,shade,shaded,ʃeɪd,ʃeɪdɪd,-ɪd,Reg,No,-ɪd
2291,retaliate,retaliated,rɪtælieɪt,rɪtælieɪtɪd,-ɪd,Reg,No,-ɪd
2292,decamp,decamped,dikæmp,dikæmpt,-t,Reg,No,-t
2293,dream,dreamt,drim,drɛmt,i-ɛt,Irreg,Yes,vowel change + t
2294,eulogize,eulogized,juləʤaɪz,juləʤaɪzd,-d,Reg,No,-d
2295,fillet,filleted,fɪlət,fɪlətɪd,-ɪd,Reg,No,-ɪd
2296,lynch,lynched,lɪnʧ,lɪnʧt,-t,Reg,No,-t
2297,serenade,serenaded,sɛrəneɪd,sɛrəneɪdɪd,-ɪd,Reg,No,-ɪd
2298,help,helped,hɛlp,hɛlpt,-t,Reg,Yes,-t
2299,pant,panted,pænt,pæntɪd,-ɪd,Reg,Yes,-ɪd
2300,slouch,slouched,slaʊʧ,slaʊʧt,-t,Reg,No,-t
2301,televise,televised,tɛləvaɪz,tɛləvaɪzd,-d,Reg,No,-d
2302,trade,traded,treɪd,treɪdɪd,-ɪd,Reg,No,-ɪd
2303,dawdle,dawdled,dɔdəl,dɔdəld,-d,Reg,No,-d
2304,flaunt,flaunted,flɔnt,flɔntɪd,-ɪd,Reg,No,-ɪd
2305,wangle,wangled,wæŋgəl,wæŋgəld,-d,Reg,No,-d
2306,brim,brimmed,brɪm,brɪmd,-d,Reg,No,-d
2307,staunch,staunched,stɔnʧ,stɔnʧt,-t,Reg,No,-t
2308,suffer,suffered,sʌfər,sʌfərd,-d,Reg,No,-d
2309,prevaricate,prevaricated,prəvɛrəkeɪt,prəvɛrəkeɪtɪd,-ɪd,Reg,No,-ɪd
2310,style,styled,staɪl,staɪld,-d,Reg,No,-d
2311,glide,glided,glaɪd,glaɪdɪd,-ɪd,Reg,No,-ɪd
2312,pray,prayed,preɪ,preɪd,-d,Reg,No,-d
2313,jettison,jettisoned,ʤɛtɪsən,ʤɛtɪsənd,-d,Reg,No,-d
2314,purport,purported,pərpɔrt,pərpɔrtɪd,-ɪd,Reg,No,-ɪd
2315,coarsen,coarsened,kɔrsən,kɔrsənd,-d,Reg,No,-d
2316,resort,resorted,rɪzɔrt,rɪzɔrtɪd,-ɪd,Reg,No,-ɪd
2317,antagonize,antagonized,æntægənaɪz,æntægənaɪzd,-d,Reg,No,-d
2318,astonish,astonished,əstɑnɪʃ,əstɑnɪʃt,-t,Reg,No,-t
2319,bypass,bypassed,baɪpæs,baɪpæst,-t,Reg,No,-t
2320,posture,postured,pɑsʧər,pɑsʧərd,-d,Reg,No,-d
2321,flabbergast,flabbergasted,flæbərgæst,flæbərgæstɪd,-ɪd,Reg,No,-ɪd
2322,alter,altered,ɔltər,ɔltərd,-d,Reg,No,-d
2323,fool,fooled,ful,fuld,-d,Reg,Yes,-d
2324,stiffen,stiffened,stɪfən,stɪfənd,-d,Reg,No,-d
2325,chirp,chirped,ʧərp,ʧərpt,-t,Reg,Yes,-t
2326,return,returned,rɪtərn,rɪtərnd,-d,Reg,Yes,-d
2327,propose,proposed,prəpoʊz,prəpoʊzd,-d,Reg,No,-d
2328,slight,slighted,slaɪt,slaɪtɪd,-ɪd,Reg,No,-ɪd
2329,consign,consigned,kənsaɪn,kənsaɪnd,-d,Reg,No,-d
2330,blight,blighted,blaɪt,blaɪtɪd,-ɪd,Reg,No,-ɪd
2331,snowball,snowballed,snoʊbɔl,snoʊbɔld,-d,Reg,No,-d
2332,imperil,imperilled,ɪmpɛrəl,ɪmpɛrəld,-d,Reg,No,-d
2333,vomit,vomited,vɑmət,vɑmətɪd,-ɪd,Reg,No,-ɪd
2334,hoot,hooted,hut,hutɪd,-ɪd,Reg,Yes,-ɪd
2335,amalgamate,amalgamated,əmælgəmeɪt,əmælgəmeɪtɪd,-ɪd,Reg,No,-ɪd
2336,compound,compounded,kəmpaʊnd,kəmpaʊndɪd,-ɪd,Reg,No,-ɪd
2337,accumulate,accumulated,əkjumjəleɪt,əkjumjəleɪtɪd,-ɪd,Reg,No,-ɪd
