,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class,freq
2159,underrate,underrated,əndərreɪt,əndərreɪtɪd,-ɪd,Reg,No,-ɪd,2.0
2160,authorize,authorized,ɔθəraɪz,ɔθəraɪzd,-d,Reg,No,-d,22.0
2161,invalidate,invalidated,ɪnvælɪdeɪt,ɪnvælɪdeɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2162,swoon,swooned,swun,swund,-d,Reg,No,-d,2.0
2163,shuffle,shuffled,ʃʌfəl,ʃʌfəld,-d,Reg,No,-d,17.0
2164,perpetuate,perpetuated,pərpɛʧəweɪt,pərpɛʧəweɪtɪd,-ɪd,Reg,No,-ɪd,6.0
2165,impeach,impeached,ɪmpiʧ,ɪmpiʧt,-t,Reg,No,-t,1.0
2166,ask,asked,æsk,æskt,-t,Reg,Yes,-t,1677.0
2167,plonk,plonked,plɑŋk,plɑŋkt,-t,Reg,No,-t,2.0
2168,snub,snubbed,snʌb,snʌbd,-d,Reg,No,-d,4.0
2169,sanction,sanctioned,sæŋkʃən,sæŋkʃənd,-d,Reg,No,-d,8.0
2170,expunge,expunged,ɪkspʌnʤ,ɪkspʌnʤd,-d,Reg,No,-d,1.0
2171,establish,established,ɪstæblɪʃ,ɪstæblɪʃt,-t,Reg,No,-t,272.0
2172,select,selected,səlɛkt,səlɛktɪd,-ɪd,Reg,No,-ɪd,87.0
2173,pulverize,pulverized,pəlvəraɪz,pəlvəraɪzd,-d,Reg,No,-d,3.0
2174,superimpose,superimposed,supərəmpoʊz,supərəmpoʊzd,-d,Reg,No,-d,8.0
2175,eye,eyed,aɪ,aɪd,-d,Reg,Yes,-d,13.0
2176,proceed,proceeded,prəsid,prəsidɪd,-ɪd,Reg,No,-ɪd,48.0
2177,injure,injured,ɪnʤər,ɪnʤərd,-d,Reg,No,-d,23.0
2178,enliven,enlivened,ɛnlaɪvən,ɛnlaɪvənd,-d,Reg,No,-d,6.0
2179,codify,codified,koʊdəfaɪ,koʊdəfaɪd,-d,Reg,No,-d,2.0
2180,faint,fainted,feɪnt,feɪntɪd,-ɪd,Reg,No,-ɪd,11.0
2181,wield,wielded,wild,wildɪd,-ɪd,Reg,No,-ɪd,7.0
2182,puke,puked,pjuk,pjukt,-t,Reg,No,-t,1.0
2183,irritate,irritated,ɪrɪteɪt,ɪrɪteɪtɪd,-ɪd,Reg,No,-ɪd,37.0
2184,bask,basked,bæsk,bæskt,-t,Reg,No,-t,4.0
2185,implore,implored,ɪmplɔr,ɪmplɔrd,-d,Reg,No,-d,6.0
2186,splash,splashed,splæʃ,splæʃt,-t,Reg,Yes,-t,17.0
2187,inlay,inlaid,ɪnleɪ,ɪnleɪd,-d,Reg,No,-d,2.0
2188,audit,audited,ɔdɪt,ɔdɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2189,automate,automated,ɔtəmeɪt,ɔtəmeɪtɪd,-ɪd,Reg,No,-ɪd,10.0
2190,ridge,ridged,rɪʤ,rɪʤd,-d,Reg,No,-d,2.0
2191,fret,fretted,frɛt,frɛtɪd,-ɪd,Reg,No,-ɪd,5.0
2192,double-cross,double-crossed,dʌbəlkrɔs,dʌbəlkrɔst,-t,Reg,No,-t,1.0
2193,teethe,teethed,tið,tiðd,-d,Reg,No,-d,1.0
2194,flaw,flawed,flɔ,flɔd,-d,Reg,No,-d,9.0
2195,teem,teemed,tim,timd,-d,Reg,No,-d,1.0
2196,erode,eroded,iroʊd,iroʊdɪd,-ɪd,Reg,No,-ɪd,20.0
2197,flap,flapped,flæp,flæpt,-t,Reg,No,-t,12.0
2198,purse,pursed,pərs,pərst,-t,Reg,No,-t,10.0
2199,stable,stabled,steɪbəl,steɪbəld,-d,Reg,No,-d,1.0
2200,stutter,stuttered,stʌtər,stʌtərd,-d,Reg,No,-d,2.0
2201,site,sited,saɪt,saɪtɪd,-ɪd,Reg,No,-ɪd,11.0
2202,flag,flagged,flæg,flægd,-d,Reg,No,-d,4.0
2203,stick,sticked,stɪk,stɪkt,-d,Reg,Yes,-t,1.0
2204,amputate,amputated,æmpjəteɪt,æmpjəteɪtɪd,-ɪd,Reg,No,-ɪd,5.0
2206,hurry,hurried,həri,hərid,-d,Reg,Yes,-d,66.0
2207,unhinge,unhinged,ənhɪnʤ,ənhɪnʤd,-d,Reg,No,-d,2.0
2208,domineer,domineered,dɑmənɪr,dɑmənɪrd,-d,Reg,No,-d,1.0
2209,grill,grilled,grɪl,grɪld,-d,Reg,No,-d,10.0
2210,gravel,gravelled,grævəl,grævəld,-d,Reg,No,-d,3.0
2211,apportion,apportioned,əpɔrʃən,əpɔrʃənd,-d,Reg,No,-d,1.0
2212,cluster,clustered,klʌstər,klʌstərd,-d,Reg,No,-d,16.0
2213,malt,malted,mɔlt,mɔltɪd,-ɪd,Reg,No,-ɪd,2.0
2214,chisel,chiselled,ʧɪzəl,ʧɪzəld,-d,Reg,No,-d,2.0
2215,splutter,spluttered,splʌtər,splʌtərd,-d,Reg,No,-d,4.0
2216,remain,remained,rɪmeɪn,rɪmeɪnd,-d,Reg,No,-d,346.0
2217,abandon,abandoned,əbændən,əbændənd,-d,Reg,No,-d,124.0
2218,clutter,cluttered,klʌtər,klʌtərd,-d,Reg,No,-d,13.0
2219,grope,groped,groʊp,groʊpt,-t,Reg,No,-t,13.0
2220,smelt,smelted,smɛlt,smɛltɪd,-ɪd,Reg,No,-ɪd,1.0
2221,scramble,scrambled,skræmbəl,skræmbəld,-d,Reg,Yes,-d,32.0
2222,bivouac,bivouacked,bɪvwæk,bɪvwækt,-t,Reg,No,-t,1.0
2223,transcend,transcended,trænsɛnd,trænsɛndɪd,-ɪd,Reg,No,-ɪd,7.0
2224,compare,compared,kəmpɛr,kəmpɛrd,-d,Reg,Yes,-d,189.0
2225,stampede,stampeded,stæmpid,stæmpidɪd,-ɪd,Reg,No,-ɪd,2.0
2226,prompt,prompted,prɑmpt,prɑmptɪd,-ɪd,Reg,No,-ɪd,31.0
2227,buttress,buttressed,bʌtrəs,bʌtrəst,-t,Reg,No,-t,3.0
2228,scan,scanned,skæn,skænd,-d,Reg,No,-d,8.0
2229,scab,scabbed,skæb,skæbd,-d,Reg,No,-d,2.0
2230,share,shared,ʃɛr,ʃɛrd,-d,Reg,Yes,-d,170.0
2231,conspire,conspired,kənspaɪər,kənspaɪərd,-d,Reg,No,-d,5.0
2232,accept,accepted,əksɛpt,əksɛptɪd,-ɪd,Reg,No,-ɪd,322.0
2233,boycott,boycotted,bɔɪkɑt,bɔɪkɑtɪd,-ɪd,Reg,No,-ɪd,1.0
2234,discolour,discoloured,dɪskʌlər,dɪskʌlərd,-d,Reg,No,-d,6.0
2236,unzip,unzipped,ənzɪp,ənzɪpt,-t,Reg,No,-t,5.0
2237,attain,attained,əteɪn,əteɪnd,-d,Reg,No,-d,19.0
2238,dissemble,dissembled,dɪsɛmbəl,dɪsɛmbəld,-d,Reg,No,-d,1.0
2239,sense,sensed,sɛns,sɛnst,-t,Reg,No,-t,54.0
2240,rile,riled,raɪl,raɪld,-d,Reg,No,-d,1.0
2241,exclude,excluded,ɪksklud,ɪkskludɪd,-ɪd,Reg,No,-ɪd,45.0
2242,cultivate,cultivated,kəltəveɪt,kəltəveɪtɪd,-ɪd,Reg,No,-ɪd,22.0
2243,scar,scarred,skɑr,skɑrd,-d,Reg,No,-d,13.0
2244,dress,dressed,drɛs,drɛst,-t,Reg,Yes,-t,219.0
2245,condemn,condemned,kəndɛm,kəndɛmd,-d,Reg,No,-d,58.0
2246,dazzle,dazzled,dæzəl,dæzəld,-d,Reg,No,-d,13.0
2247,court,courted,kɔrt,kɔrtɪd,-ɪd,Reg,No,-ɪd,5.0
2248,advantage,advantaged,ædvæntɪʤ,ædvæntɪʤd,-d,Reg,No,-d,2.0
2249,comfort,comforted,kəmfərt,kəmfərtɪd,-ɪd,Reg,No,-ɪd,19.0
2250,enlarge,enlarged,ɛnlɑrʤ,ɛnlɑrʤd,-d,Reg,No,-d,25.0
2251,gnaw,gnawed,nɔ,nɔd,-d,Reg,No,-d,6.0
2252,cling,clung,klɪŋ,klʌŋ,ɪ-ʌ,Irreg,No,vowel change,34.0
2253,fleck,flecked,flɛk,flɛkt,-t,Reg,No,-t,4.0
2254,clink,clinked,klɪŋk,klɪŋkt,-t,Reg,No,-t,2.0
2255,stir,stirred,stər,stərd,-d,Reg,No,-d,50.0
2256,mould,moulded,moʊld,moʊldɪd,-ɪd,Reg,No,-ɪd,15.0
2257,bleat,bleated,blit,blitɪd,-ɪd,Reg,Yes,-ɪd,1.0
2258,plant,planted,plænt,plæntɪd,-ɪd,Reg,Yes,-ɪd,63.0
2259,sandwich,sandwiched,sænwɪʧ,sænwɪʧt,-t,Reg,No,-t,4.0
2260,anoint,anointed,ənɔɪnt,ənɔɪntɪd,-ɪd,Reg,No,-ɪd,5.0
2261,capture,captured,kæpʧər,kæpʧərd,-d,Reg,No,-d,55.0
2262,emulate,emulated,ɛmjəleɪt,ɛmjəleɪtɪd,-ɪd,Reg,No,-ɪd,3.0
2263,embalm,embalmed,ɛmbɑm,ɛmbɑmd,-d,Reg,No,-d,2.0
2264,blacken,blackened,blækən,blækənd,-d,Reg,No,-d,15.0
2265,sympathize,sympathized,sɪmpəθaɪz,sɪmpəθaɪzd,-d,Reg,No,-d,7.0
2266,sneak,sneaked,snik,snikt,-t,Reg,Yes,-t,7.0
2267,reflect,reflected,rɪflɛkt,rɪflɛktɪd,-ɪd,Reg,No,-ɪd,118.0
2268,heckle,heckled,hɛkəl,hɛkəld,-d,Reg,No,-d,2.0
2269,disable,disabled,dɪseɪbəl,dɪseɪbəld,-d,Reg,No,-d,1.0
2270,blood,blooded,blʌd,blʌdɪd,-ɪd,Reg,No,-ɪd,3.0
2271,waver,wavered,weɪvər,weɪvərd,-d,Reg,No,-d,8.0
2272,curdle,curdled,kərdəl,kərdəld,-d,Reg,No,-d,3.0
2273,gasp,gasped,gæsp,gæspt,-t,Reg,Yes,-t,27.0
2274,bloom,bloomed,blum,blumd,-d,Reg,Yes,-d,3.0
2275,flutter,fluttered,flʌtər,flʌtərd,-d,Reg,No,-d,17.0
2276,criticize,criticized,krɪtəsaɪz,krɪtəsaɪzd,-d,Reg,No,-d,50.0
2277,coax,coaxed,koʊks,koʊkst,-t,Reg,No,-t,8.0
2278,resemble,resembled,rɪzɛmbəl,rɪzɛmbəld,-d,Reg,No,-d,26.0
2279,coat,coated,koʊt,koʊtɪd,-ɪd,Reg,No,-ɪd,12.0
2280,register,registered,rɛʤɪstər,rɛʤɪstərd,-d,Reg,No,-d,60.0
2281,pucker,puckered,pʌkər,pʌkərd,-d,Reg,No,-d,4.0
2282,denude,denuded,dɪnud,dɪnudɪd,-ɪd,Reg,No,-ɪd,3.0
2283,stash,stashed,stæʃ,stæʃt,-t,Reg,No,-t,3.0
2284,blunder,blundered,bləndər,bləndərd,-d,Reg,No,-d,6.0
2285,mislead,misled,mɪslid,mɪslɛd,i-ɛ,Irreg,No,vowel change,13.0
2286,coal,coaled,koʊl,koʊld,-d,Reg,No,-d,1.0
2287,shore,shored,ʃɔr,ʃɔrd,-d,Reg,No,-d,2.0
2288,solidify,solidified,səlɪdəfaɪ,səlɪdəfaɪd,-d,Reg,No,-d,4.0
2289,dread,dreaded,drɛd,drɛdɪd,-ɪd,Reg,No,-ɪd,16.0
2290,shade,shaded,ʃeɪd,ʃeɪdɪd,-ɪd,Reg,No,-ɪd,13.0
2291,retaliate,retaliated,rɪtælieɪt,rɪtælieɪtɪd,-ɪd,Reg,No,-ɪd,4.0
2292,decamp,decamped,dikæmp,dikæmpt,-t,Reg,No,-t,1.0
2293,dream,dreamed,drim,drimd,-d,Reg,Yes,-d,46.0
2294,eulogize,eulogized,juləʤaɪz,juləʤaɪzd,-d,Reg,No,-d,1.0
2295,fillet,filleted,fɪlət,fɪlətɪd,-ɪd,Reg,No,-ɪd,1.0
2296,lynch,lynched,lɪnʧ,lɪnʧt,-t,Reg,No,-t,1.0
2297,serenade,serenaded,sɛrəneɪd,sɛrəneɪdɪd,-ɪd,Reg,No,-ɪd,1.0
2298,help,helped,hɛlp,hɛlpt,-t,Reg,Yes,-t,278.0
2299,pant,panted,pænt,pæntɪd,-ɪd,Reg,Yes,-ɪd,5.0
2300,slouch,slouched,slaʊʧ,slaʊʧt,-t,Reg,No,-t,5.0
2301,televise,televised,tɛləvaɪz,tɛləvaɪzd,-d,Reg,No,-d,6.0
2302,trade,traded,treɪd,treɪdɪd,-ɪd,Reg,No,-ɪd,14.0
2303,dawdle,dawdled,dɔdəl,dɔdəld,-d,Reg,No,-d,2.0
2304,flaunt,flaunted,flɔnt,flɔntɪd,-ɪd,Reg,No,-ɪd,2.0
2305,wangle,wangled,wæŋgəl,wæŋgəld,-d,Reg,No,-d,1.0
2306,brim,brimmed,brɪm,brɪmd,-d,Reg,No,-d,4.0
2307,staunch,staunched,stɔnʧ,stɔnʧt,-t,Reg,No,-t,1.0
2308,suffer,suffered,sʌfər,sʌfərd,-d,Reg,No,-d,154.0
2309,prevaricate,prevaricated,prəvɛrəkeɪt,prəvɛrəkeɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2310,style,styled,staɪl,staɪld,-d,Reg,No,-d,5.0
2311,glide,glided,glaɪd,glaɪdɪd,-ɪd,Reg,No,-ɪd,7.0
2312,pray,prayed,preɪ,preɪd,-d,Reg,No,-d,31.0
2313,jettison,jettisoned,ʤɛtɪsən,ʤɛtɪsənd,-d,Reg,No,-d,3.0
2314,purport,purported,pərpɔrt,pərpɔrtɪd,-ɪd,Reg,No,-ɪd,3.0
2315,coarsen,coarsened,kɔrsən,kɔrsənd,-d,Reg,No,-d,2.0
2316,resort,resorted,rɪzɔrt,rɪzɔrtɪd,-ɪd,Reg,No,-ɪd,9.0
2317,antagonize,antagonized,æntægənaɪz,æntægənaɪzd,-d,Reg,No,-d,1.0
2318,astonish,astonished,əstɑnɪʃ,əstɑnɪʃt,-t,Reg,No,-t,43.0
2319,bypass,bypassed,baɪpæs,baɪpæst,-t,Reg,No,-t,6.0
2320,posture,postured,pɑsʧər,pɑsʧərd,-d,Reg,No,-d,1.0
2321,flabbergast,flabbergasted,flæbərgæst,flæbərgæstɪd,-ɪd,Reg,No,-ɪd,3.0
2322,alter,altered,ɔltər,ɔltərd,-d,Reg,No,-d,60.0
2323,fool,fooled,ful,fuld,-d,Reg,Yes,-d,17.0
2324,stiffen,stiffened,stɪfən,stɪfənd,-d,Reg,No,-d,12.0
2325,chirp,chirped,ʧərp,ʧərpt,-t,Reg,Yes,-t,1.0
2326,return,returned,rɪtərn,rɪtərnd,-d,Reg,Yes,-d,395.0
2327,propose,proposed,prəpoʊz,prəpoʊzd,-d,Reg,No,-d,148.0
2328,slight,slighted,slaɪt,slaɪtɪd,-ɪd,Reg,No,-ɪd,2.0
2329,consign,consigned,kənsaɪn,kənsaɪnd,-d,Reg,No,-d,6.0
2330,blight,blighted,blaɪt,blaɪtɪd,-ɪd,Reg,No,-ɪd,5.0
2331,snowball,snowballed,snoʊbɔl,snoʊbɔld,-d,Reg,No,-d,1.0
2332,imperil,imperilled,ɪmpɛrəl,ɪmpɛrəld,-d,Reg,No,-d,1.0
2333,vomit,vomited,vɑmət,vɑmətɪd,-ɪd,Reg,No,-ɪd,9.0
2334,hoot,hooted,hut,hutɪd,-ɪd,Reg,Yes,-ɪd,5.0
2335,amalgamate,amalgamated,əmælgəmeɪt,əmælgəmeɪtɪd,-ɪd,Reg,No,-ɪd,6.0
2336,compound,compounded,kəmpaʊnd,kəmpaʊndɪd,-ɪd,Reg,No,-ɪd,18.0
2337,accumulate,accumulated,əkjumjəleɪt,əkjumjəleɪtɪd,-ɪd,Reg,No,-ɪd,33.0
2338,speculate,speculated,spɛkjəleɪt,spɛkjəleɪtɪd,-ɪd,Reg,No,-ɪd,9.0
2339,menstruate,menstruated,mɛnstrueɪt,mɛnstrueɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2340,complain,complained,kəmpleɪn,kəmpleɪnd,-d,Reg,No,-d,70.0
2341,bombard,bombarded,bɑmbɑrd,bɑmbɑrdɪd,-ɪd,Reg,No,-ɪd,4.0
2342,huddle,huddled,hʌdəl,hʌdəld,-d,Reg,No,-d,27.0
2343,wash,washed,wɑʃ,wɑʃt,-t,Reg,Yes,-t,107.0
2344,quell,quelled,kwɛl,kwɛld,-d,Reg,No,-d,2.0
2345,intervene,intervened,ɪntərvin,ɪntərvind,-d,Reg,No,-d,14.0
2346,resuscitate,resuscitated,rɪsʌsɪteɪt,rɪsʌsɪteɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2347,synthesize,synthesized,sɪnθəsaɪz,sɪnθəsaɪzd,-d,Reg,No,-d,4.0
2348,evade,evaded,ɪveɪd,ɪveɪdɪd,-ɪd,Reg,No,-ɪd,7.0
2349,knight,knighted,naɪt,naɪtɪd,-ɪd,Reg,No,-ɪd,3.0
2350,found,founded,faʊnd,faʊndɪd,-ɪd,Reg,No,-ɪd,90.0
2351,button,buttoned,bʌtən,bʌtənd,-d,Reg,No,-d,15.0
2352,politicize,politicized,pəlɪtɪsaɪz,pəlɪtɪsaɪzd,-d,Reg,No,-d,3.0
2353,clamp,clamped,klæmp,klæmpt,-t,Reg,No,-t,10.0
2354,malfunction,malfunctioned,mælfʌŋkʃən,mælfʌŋkʃənd,-d,Reg,No,-d,1.0
2355,harm,harmed,hɑrm,hɑrmd,-d,Reg,No,-d,8.0
2356,transcribe,transcribed,trænskraɪb,trænskraɪbd,-d,Reg,No,-d,3.0
2357,hark,harked,hɑrk,hɑrkt,-t,Reg,No,-t,1.0
2358,pamper,pampered,pæmpər,pæmpərd,-d,Reg,No,-d,5.0
2359,formulate,formulated,fɔrmjəleɪt,fɔrmjəleɪtɪd,-ɪd,Reg,No,-ɪd,23.0
2360,exorcize,exorcized,ɛksəsaɪz,ɛksəsaɪzd,-d,Reg,No,-d,2.0
2361,fish,fished,fɪʃ,fɪʃt,-t,Reg,No,-t,31.0
2362,reduce,reduced,rɪdus,rɪdust,-t,Reg,No,-t,183.0
2363,recapitulate,recapitulated,rikəpɪʧəleɪt,rikəpɪʧəleɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2364,oil,oiled,ɔɪl,ɔɪld,-d,Reg,No,-d,11.0
2365,expect,expected,ɪkspɛkt,ɪkspɛktɪd,-ɪd,Reg,Yes,-ɪd,493.0
2366,undertake,undertook,əndərteɪk,əndərtʊk,eɪ-ʊ,Irreg,No,vowel change,14.0
2367,categorize,categorized,kætəgəraɪz,kætəgəraɪzd,-d,Reg,No,-d,4.0
2368,ripple,rippled,rɪpəl,rɪpəld,-d,Reg,No,-d,7.0
2369,slave,slaved,sleɪv,sleɪvd,-d,Reg,No,-d,3.0
2370,heave,heaved,hiv,hivd,-d,Reg,No,-d,21.0
2371,orient,oriented,ɔriɛnt,ɔriɛntɪd,-ɪd,Reg,No,-ɪd,9.0
2372,terrify,terrified,tɛrəfaɪ,tɛrəfaɪd,-d,Reg,No,-d,61.0
2373,flower,flowered,flaʊər,flaʊərd,-d,Reg,No,-d,6.0
2374,glitter,glittered,glɪtər,glɪtərd,-d,Reg,No,-d,10.0
2375,disquiet,disquieted,dɪskwaɪət,dɪskwaɪətɪd,-ɪd,Reg,No,-ɪd,1.0
2376,testify,testified,tɛstɪfaɪ,tɛstɪfaɪd,-d,Reg,No,-d,10.0
2377,publish,published,pʌblɪʃ,pʌblɪʃt,-t,Reg,No,-t,244.0
2378,adhere,adhered,ədhɪr,ədhɪrd,-d,Reg,No,-d,10.0
2379,equate,equated,ɪkweɪt,ɪkweɪtɪd,-ɪd,Reg,No,-ɪd,7.0
2380,sustain,sustained,səsteɪn,səsteɪnd,-d,Reg,No,-d,55.0
2381,avenge,avenged,əvɛnʤ,əvɛnʤd,-d,Reg,No,-d,2.0
2382,rifle,rifled,raɪfəl,raɪfəld,-d,Reg,No,-d,2.0
2383,print,printed,prɪnt,prɪntɪd,-ɪd,Reg,No,-ɪd,96.0
2384,issue,issued,ɪʃu,ɪʃud,-d,Reg,No,-d,95.0
2385,nest,nested,nɛst,nɛstɪd,-ɪd,Reg,No,-ɪd,2.0
2386,salute,saluted,səlut,səlutɪd,-ɪd,Reg,No,-ɪd,7.0
2387,dunk,dunked,dʌŋk,dʌŋkt,-t,Reg,No,-t,1.0
2388,unbuckle,unbuckled,ənbəkəl,ənbəkəld,-d,Reg,No,-d,1.0
2389,recline,reclined,rɪklaɪn,rɪklaɪnd,-d,Reg,No,-d,3.0
2390,bully,bullied,bʊli,bʊlid,-d,Reg,No,-d,10.0
2391,burgeon,burgeoned,bərʤən,bərʤənd,-d,Reg,No,-d,1.0
2392,forgive,forgave,fərgɪv,fərgeɪv,ɪ-eɪ,Irreg,No,vowel change,11.0
2393,qualify,qualified,kwɑləfaɪ,kwɑləfaɪd,-d,Reg,No,-d,12.0
2394,murmur,murmured,mərmər,mərmərd,-d,Reg,No,-d,43.0
2395,imagine,imagined,ɪmæʤən,ɪmæʤənd,-d,Reg,No,-d,105.0
2396,teach,taught,tiʧ,tɔt,iʧ-ɔt,Irreg,Yes,ruckumlaut,241.0
2397,reproach,reproached,riproʊʧ,riproʊʧt,-t,Reg,No,-t,4.0
2398,generate,generated,ʤɛnəreɪt,ʤɛnəreɪtɪd,-ɪd,Reg,No,-ɪd,40.0
2399,bash,bashed,bæʃ,bæʃt,-t,Reg,No,-t,5.0
2400,swot,swotted,swɑt,swɑtɪd,-ɪd,Reg,No,-ɪd,1.0
2401,blister,blistered,blɪstər,blɪstərd,-d,Reg,No,-d,4.0
2402,thread,threaded,θrɛd,θrɛdɪd,-ɪd,Reg,No,-ɪd,9.0
2403,launch,launched,lɔnʧ,lɔnʧt,-t,Reg,Yes,-t,84.0
2404,stratify,stratified,strætəfaɪ,strætəfaɪd,-d,Reg,No,-d,2.0
2405,omit,omitted,oʊmɪt,oʊmɪtɪd,-ɪd,Reg,No,-ɪd,18.0
2406,desiccate,desiccated,dɛsəkeɪt,dɛsəkeɪtɪd,-ɪd,Reg,No,-ɪd,3.0
2407,round,rounded,raʊnd,raʊndɪd,-ɪd,Reg,No,-ɪd,52.0
2408,sicken,sickened,sɪkən,sɪkənd,-d,Reg,No,-d,6.0
2409,wither,withered,wɪðər,wɪðərd,-d,Reg,No,-d,17.0
2410,prejudice,prejudiced,prɛʤədəs,prɛʤədəst,-t,Reg,No,-t,2.0
2413,assign,assigned,əsaɪn,əsaɪnd,-d,Reg,No,-d,53.0
2414,feed,fed,fid,fɛd,i-ɛ,Irreg,No,vowel change,147.0
2415,dissatisfy,dissatisfied,dɪsætəsfaɪ,dɪsætəsfaɪd,-d,Reg,No,-d,14.0
2416,dine,dined,daɪn,daɪnd,-d,Reg,No,-d,13.0
2417,blush,blushed,blʌʃ,blʌʃt,-t,Reg,No,-t,21.0
2418,feel,felt,fil,fɛlt,i-ɛt,Irreg,Yes,vowel change + t,1449.0
2419,relate,related,rɪleɪt,rɪleɪtɪd,-ɪd,Reg,Yes,-ɪd,20.0
2420,number,numbered,nʌmbər,nʌmbərd,-d,Reg,No,-d,28.0
2421,fancy,fancied,fænsi,fænsid,-d,Reg,No,-d,16.0
2422,suckle,suckled,sʌkəl,sʌkəld,-d,Reg,No,-d,2.0
2423,plummet,plummetted,plʌmət,plʌmətɪd,-ɪd,Reg,No,-ɪd,1.0
2424,notify,notified,noʊtəfaɪ,noʊtəfaɪd,-d,Reg,No,-d,12.0
2425,wrest,wrested,rɛst,rɛstɪd,-ɪd,Reg,No,-ɪd,3.0
2426,mist,misted,mɪst,mɪstɪd,-ɪd,Reg,No,-ɪd,2.0
2427,miss,missed,mɪs,mɪst,-t,Reg,Yes,-t,129.0
2428,disown,disowned,dɪsoʊn,dɪsoʊnd,-d,Reg,No,-d,3.0
2429,moan,moaned,moʊn,moʊnd,-d,Reg,No,-d,18.0
2430,differ,differed,dɪfər,dɪfərd,-d,Reg,No,-d,14.0
2431,jet,jetted,ʤɛt,ʤɛtɪd,-ɪd,Reg,No,-ɪd,1.0
2432,swarm,swarmed,swɔrm,swɔrmd,-d,Reg,No,-d,9.0
2433,blossom,blossomed,blɑsəm,blɑsəmd,-d,Reg,No,-d,5.0
2434,divorce,divorced,dɪvɔrs,dɪvɔrst,-t,Reg,No,-t,42.0
2436,swipe,swiped,swaɪp,swaɪpt,-t,Reg,No,-t,1.0
2437,revive,revived,rɪvaɪv,rɪvaɪvd,-d,Reg,No,-d,27.0
2438,paint,painted,peɪnt,peɪntɪd,-ɪd,Reg,Yes,-ɪd,155.0
2439,eddy,eddied,ɛdi,ɛdid,-d,Reg,No,-d,2.0
2440,station,stationed,steɪʃən,steɪʃənd,-d,Reg,No,-d,23.0
2441,storm,stormed,stɔrm,stɔrmd,-d,Reg,No,-d,11.0
2442,aver,averred,eɪvər,eɪvərd,-d,Reg,No,-d,1.0
2443,compromise,compromised,kɑmprəmaɪz,kɑmprəmaɪzd,-d,Reg,No,-d,7.0
2444,begrudge,begrudged,bɪgrʌʤ,bɪgrʌʤd,-d,Reg,No,-d,1.0
2445,enact,enacted,ɪnækt,ɪnæktɪd,-ɪd,Reg,No,-ɪd,11.0
2446,store,stored,stɔr,stɔrd,-d,Reg,No,-d,60.0
2447,lease,leased,lis,list,-t,Reg,No,-t,5.0
2448,bumble,bumbled,bʌmbəl,bʌmbəld,-d,Reg,No,-d,1.0
2450,blitz,blitzed,blɪts,blɪtst,-t,Reg,No,-t,5.0
2451,needle,needled,nidəl,nidəld,-d,Reg,No,-d,1.0
2452,park,parked,pɑrk,pɑrkt,-t,Reg,Yes,-t,70.0
2453,dishonour,dishonoured,dɪsɑnər,dɪsɑnərd,-d,Reg,No,-d,1.0
2454,plane,planed,pleɪn,pleɪnd,-d,Reg,No,-d,2.0
2455,brainwash,brainwashed,breɪnwɑʃ,breɪnwɑʃt,-t,Reg,No,-t,7.0
2456,chair,chaired,ʧɛr,ʧɛrd,-d,Reg,No,-d,6.0
2457,part,parted,pɑrt,pɑrtɪd,-ɪd,Reg,No,-ɪd,40.0
2458,differentiate,differentiated,dɪfərɛnʧieɪt,dɪfərɛnʧieɪtɪd,-ɪd,Reg,No,-ɪd,10.0
2459,consult,consulted,kənsʌlt,kənsʌltɪd,-ɪd,Reg,No,-ɪd,38.0
2460,believe,believed,bɪliv,bɪlivd,-d,Reg,No,-d,337.0
2461,sunbathe,sunbathed,sʌnbeɪð,sʌnbeɪðd,-d,Reg,No,-d,1.0
2462,postulate,postulated,pɑsʧəleɪt,pɑsʧəleɪtɪd,-ɪd,Reg,No,-ɪd,3.0
2463,oscillate,oscillated,ɑsəleɪt,ɑsəleɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2464,scheme,schemed,skim,skimd,-d,Reg,No,-d,1.0
2465,throttle,throttled,θrɑtəl,θrɑtəld,-d,Reg,No,-d,3.0
2466,dam,dammed,dæm,dæmd,-d,Reg,No,-d,2.0
2467,lament,lamented,ləmɛnt,ləmɛntɪd,-ɪd,Reg,No,-ɪd,5.0
2468,double,doubled,dʌbəl,dʌbəld,-d,Reg,No,-d,37.0
2469,anticipate,anticipated,æntɪsəpeɪt,æntɪsəpeɪtɪd,-ɪd,Reg,No,-ɪd,36.0
2470,trudge,trudged,trʌʤ,trʌʤd,-d,Reg,No,-d,8.0
2471,grey,greyed,greɪ,greɪd,-d,Reg,No,-d,1.0
2473,stall,stalled,stɔl,stɔld,-d,Reg,No,-d,7.0
2474,stalk,stalked,stɔk,stɔkt,-t,Reg,No,-t,14.0
2475,garland,garlanded,gɑrlənd,gɑrləndɪd,-ɪd,Reg,No,-ɪd,2.0
2476,obstruct,obstructed,əbstrʌkt,əbstrʌktɪd,-ɪd,Reg,No,-ɪd,5.0
